https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=206177&item_no=1&page_id=13&block_id=8, 映像をリアルタイムに配信するライブストリーミングサービスは、様々な特性の映像を対象に、多様な状況のネットワークを通じて、多種の異なった性能の受信端末を用いて、幅広く利用されている。既存のライブストリーミングサービスでは、主に利用可能なネットワーク資源の状況に基づいて受信端末へ配信する映像の品質を制御しているため、配信映像の品質が、利用している受信端末の計算機資源に適したものであるとは限らない。そこで本研究では、映像の特性、利用可能なネットワーク資源、計算機資源と、それらに応じて受信端末でサービス利用者へ配信される映像品質の関係を強化学習することで、ネットワークの状況だけでなく受信端末の性能にも適応した品質の映像を配信するための映像品質制御手法を提案する。本稿では、MPEG-DASHを対象とした映像品質制御手法の設計と実装を行い、実機を用いた実験から、提案手法を用いることで各資源の無駄な消費を抑えつつ高品質な映像を利用者へ配信可能であることを確認した。, 1
https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=206178&item_no=1&page_id=13&block_id=8, 我々は屋内空間内に遍在する多数のスマートデバイスの位置を定点3点のみで高精度に推定する集約型自己組織化ノード位置推定方式（SOL：Self-Organaizing Localization）を提案している。集約型SOLでは各ノード間の相対距離を用いてノード位置を推定する。集約型SOLはノード間通信にBluetooth Low Energyを用いており、その位置推定精度誤差は2m程度である。本論文では、工場や建設現場などの動的環境における自律型サービスロボットの応用を想定し、集約型SOLにImpulse Radio UWB（IR-UWB）を適用することで、位置精度誤差数十cmオーダに高精度化する方式を提案する。さらに提案方式の実装評価実験によりその位置精度から本方式の有用性を示す。, 1
https://ipsj.ixsq.nii.ac.jp/ej/index.php?active_action=repository_view_main_item_detail&page_id=13&block_id=8&item_id=201354&item_no=1, 本論文では、パケットのヘッダから単位時間ごとに抽出した特徴ベクトルを学習することによりネットワークの異常を検出する手法を提案する。単位時間ごとに特徴を抽出することで特徴抽出の処理にかかるコストを削減し、トラフィック量の多い大規模ネットワークに適用可能な異常検出手法の実現を目指す。特徴ベクトルの学習には、Deep Learningの一手法であるLSTM（Long short-term memory）を用いる。実験では、MWSデータセット、CICIDS2017データセットおよび大阪府立大学のキャンパスネットワークのトラフィックデータに本手法を適用し、C&Cサーバとの通信、DDoS攻撃、Port scan攻撃などの異常を検出できることを確認した。, 1
https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=204874&item_no=1&page_id=13&block_id=8, Webを介するサイバー攻撃に使用されるJavaScriptコードは、攻撃コードの意図の隠蔽や検知回避のために、難読化やクローキングなどの解析妨害が施されていることがある。このような解析妨害コードの解析が課題であり、迅速に解析できる手法やシステムが求められる。そこで、我々は解析妨害JavaScriptコード解析支援システムを提案する。提案システムは、JavaScriptコードによるブラウザAPI操作を網羅的に捕捉し、API操作ログを出力することにより、JavaScriptコードの挙動を把握できるようにする。API操作の捕捉にProxyオブジェクトを利用することで、既存手法では捕捉しきれないAPI操作を捕捉する。また、変数の参照を置き換えることにより、置き換え禁止のAPIに対するAPI操作を捕捉可能にする。本論文では、提案システムのコンセプトと、コンセプトを実現する解析手法の実現方式について述べる。また、提案システムの評価として、解析妨害JavaScriptコードの解析を行った結果を報告する。, 1
https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=204875&item_no=1&page_id=13&block_id=8, 近年、デジタル端末が普及し、多くのオンラインサービスが提供されている。サービス提供者は、サービスを通じて利用者から多くのパーソナルデータを取得し、様々な目的に活用している。その際、サービス提供者はプライバシーの配慮のため、データの取扱いについて説明したプライバシーポリシーを利用者へ提示している。一般的にプライバシーポリシーは契約形式の文章で提示されることが多いが、この形式では利用者が適切に内容を理解したうえでサービス利用とデータ提供について判断ができているとはいえない状況である。一方でサービス提供者には、どのような表現・表示方法が適切なのかが分からないことにより困惑が生まれてしまっていたり、または逆にプライバシーポリシーを利用者の目に触れにくくしようとする意向が生まれてしまっていたりする。そのため、利用者のプライバシー保護のためにもサービス提供者のパーソナルデータ利活用ビジネスの推進のためにも、プライバシーポリシーの表現・表示に対して利用者がどのような反応をするかを明らかにする必要がある。そこで本研究では、複数のプライバシーポリシーの表現・表示方法に関して、オンラインサービス利用者に対するグループインタビュー・ウェブアンケートを行うことで評価をし、適切な表現・表示方法を模索した。, 1
https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=204876&item_no=1&page_id=13&block_id=8, 複数の組織が持つデータを統合して利用することで、単一組織のみでは困難なサービスの実現が期待できる。このような組織間データ利用において、データのプライバシ保護は必要不可欠である。本稿では特に匿名加工をともなう2パーティ秘匿クロス集計を取り上げ、通信量の削減が期待できる完全準同型暗号を用いた方式を提案した。このとき、完全準同型暗号を用いることによる計算量の増加をハッシングや加法準同型暗号へのパッキングなどの工夫により抑制した。そして、先行研究の方式と提案方式との理論比較および実装比較を行った。理論比較では、計算量のオーダを変えずに通信量のオーダから支配的な変数を除去することができた。実装比較では、総実行時間についてLAN環境において86.1%、WAN環境において77.7%に削減することができた。, 1
https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=204877&item_no=1&page_id=13&block_id=8, 本研究では、なるべく少ない棋譜から将棋プレイヤの棋力を推定する手法を提案する。先行研究の将棋AIを用いた棋力推定の手法では20局程度の対戦を必要としていた。これは、分析対象とする局面の条件に「序盤や終盤の除外」などの制約があるため、1局あたりの分析局面数が少なくなることが原因である。本研究では、平均損失に着目して、どのような局面が棋力推定に有効に働くのかを詳細に調べた。その結果、接戦の局面ほど棋力推定に適していることが判明した。そこで、相手に合わせて動的に強さを調整する接待将棋AIを用いて接戦の局面を多く作ることにより、少ない対局数から棋力推定をする手法を提案した。この手法により、4局程度の対戦でかなり正確に棋力推定ができることを確認した。, 1
https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=204879&item_no=1&page_id=13&block_id=8, 公共の場で友人との会話が盛り上がった際に、周囲に迷惑をかけるほど声が大きくなってしまう状況や、プレゼンテーションの際に緊張し声が小さくなってしまう状況など意識的に声量制御ができない場合がある。この問題を解決するために、周囲の雑音が大きい騒音下では、人は不随意的に声が大きくなるというロンバード効果を応用し、2つの声量制御手法を提案する。ホワイトノイズをユーザに聞かせることによって発話時のユーザの声量を増幅させるホワイトノイズ手法、ユーザ自身が聞き取る自身の声量を増幅させることで、発話時のユーザの声量を減衰させる音声フィードバック手法を提案する。ホワイトノイズ手法および音声フィードバック手法それぞれにおいて声量変化の効果を検証しその有用性を確認した。, 1
https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=204880&item_no=1&page_id=13&block_id=8, 挙手は身体的コミュニケーションの代表的な動作であり、教室において重要な役割を持つ。著者らは挙手促進技術開発に向け研究を進めてきたが、これまでは個人の挙手にしか着目してこなかった。本研究の目的は、集団コミュニケーションにおける挙手の印象への手の高さと人数の影響を、スクリーンとVRヘッドセットという2種類のCG教室環境の提示方法の元で明らかにすることである。教室と挙手する生徒たちのCGをスクリーンに投影する実験、VRヘッドセットで提示する実験を実施し、それぞれで挙手の印象評価を行った。その結果、各実験に共通して手が高くあがるほど授業や雰囲気をポジティブに評価し、手をあげる人数が多いほど挙手を促す効果があることが分かった。, 1
https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=204603&item_no=1&page_id=13&block_id=8, スポーツ工学分野では、スポーツ人材の育成のための政策が国家的に推進されているが、各選手に質の高い指導を実施できる監督・コーチなどの指導者の不足が喫緊の課題となっている。一方、MEMS（Micro Electro Mechanical Systems）技術の発展により、慣性計測装置の小型化が進んでいる。そのため、その慣性センサを用いた科学的な分析結果に基づくコーチング方法を確立する必要性が高まっている。特に、日本の代表的なスポーツである野球を対象に、打者のスイングフォームを定量的に分析することを目的とした慣性センサの開発が進められている。このセンサより取得された計測データから打者の特性を分析することで、各選手の能力向上につながるスイングフォームの改善点を提示することが可能となる。しかし、大学などの高等教育機関だけでなく、小中高の教育現場において、その分析方法は確立されていない。具体的には、監督・コーチなどの指導者が、そのセンサデータをどのように利活用すればよいか、いい換えると、それを基にどのような指導を実施すべきかを判断することは難しい。そこで、本研究では、スイング計測装置から得られる1スイングだけの情報を基に、スイングフォームを多角的に分析することで、各選手に的確なアドバイスをするための新たな知見が得られるかを検証する。実験は、各個人のティーバッティングと試合でのスイングの計測値に乖離が少なく再現性が高いと考えられるプロ野球選手のスイングを対象とした。, 1
